"Age","LoanAmount100k","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
41,1.11722,769,115,1,19.46,48,"Master's","Unemployed","Married","No",0,1.48629
69,1.79795,360,98,2,14.74,12,"PhD","Unemployed","Divorced","Yes",0,0.69734
21,0.826,793,107,2,14.01,60,"Master's","Unemployed","Divorced","No",0,0.67187
40,1.29845,815,61,2,8.83,24,"Bachelor's","Unemployed","Married","Yes",0,0.65602
47,2.48493,435,42,2,21.15,24,"PhD","Self-employed","Single","No",0,1.26022
37,1.10565,487,7,3,14.21,12,"High School","Full-time","Married","No",0,0.48631
53,0.39164,648,104,2,8.03,12,"High School","Full-time","Divorced","Yes",0,0.85662
26,2.14696,422,16,1,4.15,36,"Bachelor's","Part-time","Divorced","Yes",0,0.86745
67,1.54976,679,65,3,13.95,48,"Bachelor's","Part-time","Married","No",0,1.0643
43,2.10348,342,18,4,12.62,24,"Master's","Unemployed","Divorced","Yes",0,0.72595
58,1.77933,413,6,4,13.78,24,"PhD","Part-time","Divorced","Yes",0,1.13706
26,0.93604,681,119,1,3.51,60,"PhD","Unemployed","Single","Yes",0,0.45906
31,2.28263,835,44,2,12.98,12,"PhD","Unemployed","Divorced","Yes",0,1.36594
60,1.43189,382,97,1,21.48,36,"Master's","Full-time","Divorced","Yes",0,1.29794
50,2.22923,715,11,1,2.71,48,"Bachelor's","Unemployed","Single","Yes",0,0.28936
57,0.66736,377,50,4,17.62,12,"High School","Part-time","Single","Yes",0,1.2251
33,1.38581,541,88,3,2.4,24,"Master's","Full-time","Married","No",0,0.53931
67,2.03039,815,57,4,24,60,"PhD","Part-time","Single","No",1,0.75646
23,1.48803,341,60,2,22.12,36,"PhD","Full-time","Divorced","Yes",0,0.42436
24,1.83897,362,28,2,3.36,60,"Bachelor's","Unemployed","Married","No",0,1.4226
58,1.22482,705,74,1,8.27,48,"Master's","Unemployed","Single","Yes",0,0.85798
38,1.87153,764,0,2,9.16,12,"Bachelor's","Part-time","Single","No",1,0.37224
58,0.51514,421,6,2,8.79,60,"Master's","Unemployed","Divorced","No",0,1.16515
34,0.97081,613,79,3,14.33,48,"Bachelor's","Self-employed","Divorced","Yes",0,0.37952
67,1.75496,634,88,2,15.34,12,"High School","Part-time","Divorced","No",0,1.09011
21,0.37639,525,115,3,20.99,12,"Master's","Full-time","Married","No",0,1.10077
39,1.70121,453,33,4,19.55,60,"Bachelor's","Self-employed","Divorced","No",0,1.27989
33,0.15649,713,90,1,3.86,48,"High School","Full-time","Divorced","Yes",0,1.33444
64,0.27643,397,66,2,12.48,12,"Bachelor's","Unemployed","Married","No",0,0.78766
18,0.13417,640,102,3,6.66,60,"Bachelor's","Unemployed","Married","No",0,1.12922
32,0.93939,823,60,2,22.32,12,"High School","Unemployed","Single","Yes",0,0.4671
36,0.06684,828,44,2,11.11,60,"Bachelor's","Full-time","Divorced","No",0,0.93043
45,2.08303,747,15,1,3,60,"Bachelor's","Self-employed","Divorced","Yes",0,1.48866
49,1.03775,485,90,4,18.22,24,"Bachelor's","Unemployed","Single","Yes",1,0.85864
45,0.46957,818,21,4,9.67,60,"Bachelor's","Unemployed","Single","No",0,1.03495
49,1.38078,558,37,4,18.66,36,"Master's","Unemployed","Divorced","No",0,0.56112
50,2.05599,633,54,3,12.28,48,"Bachelor's","Self-employed","Married","Yes",0,0.30513
54,2.03357,494,84,3,2.46,12,"Bachelor's","Part-time","Single","No",0,1.20479
66,0.30396,444,60,1,4.6,12,"Bachelor's","Full-time","Divorced","No",0,0.49135
40,0.82241,670,16,3,3.55,36,"Master's","Self-employed","Divorced","No",0,0.50581
48,0.73387,547,107,1,11.88,12,"High School","Full-time","Married","No",0,0.52902
29,1.79106,519,3,4,17.38,60,"PhD","Part-time","Married","No",0,1.43269
48,0.50512,373,1,2,8.99,12,"Bachelor's","Full-time","Divorced","Yes",0,1.36122
33,1.13571,768,67,4,21.41,60,"Bachelor's","Unemployed","Divorced","No",0,1.15342
27,1.4973,457,80,4,20.87,24,"PhD","Full-time","Married","No",0,1.33585
32,1.52262,661,19,2,3.58,60,"Master's","Part-time","Divorced","No",0,1.28826
41,0.75676,427,58,4,10.35,36,"High School","Unemployed","Divorced","No",0,0.28492
49,0.66117,317,4,4,9.03,60,"High School","Unemployed","Single","Yes",0,0.41669
68,0.82697,825,101,1,21.74,24,"Bachelor's","Full-time","Divorced","No",0,1.21371
35,1.29936,385,106,1,8.85,36,"Bachelor's","Self-employed","Married","Yes",0,0.39741
34,2.02102,391,62,1,15.33,36,"Bachelor's","Part-time","Single","No",0,0.55195
61,0.18945,383,47,3,12.04,48,"High School","Part-time","Married","Yes",0,0.88284
26,1.89074,422,87,3,16.92,60,"PhD","Full-time","Divorced","Yes",0,0.78225
55,0.7896,375,44,2,2.12,12,"Bachelor's","Self-employed","Single","Yes",0,0.40698
61,1.06603,794,4,2,3.99,12,"PhD","Part-time","Single","Yes",0,1.46678
26,1.11819,704,21,3,19.79,24,"Master's","Full-time","Divorced","No",0,0.63359
35,0.3666,465,68,1,9.5,48,"PhD","Unemployed","Married","No",0,0.53618
19,2.14483,671,13,1,24.42,60,"Bachelor's","Self-employed","Married","No",1,0.72085
59,1.03227,616,37,1,16.78,48,"PhD","Self-employed","Divorced","Yes",0,1.31828
64,0.97249,354,54,2,17.41,48,"Master's","Unemployed","Single","No",0,0.57611
27,1.15667,443,28,3,12.27,36,"Bachelor's","Part-time","Single","Yes",1,0.7203
27,0.40698,347,15,3,18.74,60,"Bachelor's","Self-employed","Married","Yes",1,0.89726
36,1.65001,705,119,3,22.07,60,"PhD","Part-time","Single","Yes",0,0.34927
30,2.30476,642,49,3,21.16,60,"Bachelor's","Unemployed","Single","No",1,0.34426
60,0.80577,306,96,1,2.51,48,"PhD","Full-time","Divorced","Yes",0,1.17938
26,0.56266,746,114,3,11.52,48,"PhD","Unemployed","Divorced","No",0,1.00377
28,1.76341,731,88,2,3.27,48,"Bachelor's","Self-employed","Single","Yes",0,1.31949
48,1.23827,743,109,1,17.77,48,"Bachelor's","Unemployed","Divorced","No",0,0.93475
22,0.3565,614,46,2,15.07,24,"Master's","Self-employed","Single","No",0,0.90266
55,2.28629,711,47,3,12.97,48,"PhD","Unemployed","Divorced","Yes",0,0.56451
20,1.1925,648,50,2,23.24,12,"PhD","Full-time","Single","Yes",0,0.67208
20,1.57445,681,72,1,20.67,60,"Master's","Part-time","Married","No",0,0.51148
44,2.41057,799,85,2,7.6,60,"Bachelor's","Unemployed","Married","No",0,0.41798
33,1.08439,531,63,1,15.8,36,"High School","Self-employed","Married","Yes",0,0.9382
36,1.60805,330,48,1,24.13,12,"High School","Unemployed","Single","No",0,1.23222
57,1.79769,527,85,2,7.2,12,"Bachelor's","Self-employed","Single","Yes",0,0.86311
68,0.59294,366,62,2,7.2,60,"Bachelor's","Unemployed","Divorced","No",0,0.54394
48,0.44145,353,107,1,17.44,48,"Bachelor's","Part-time","Married","No",0,0.57532
41,1.95788,383,9,1,14.52,60,"High School","Full-time","Married","Yes",0,0.43681
43,1.59997,844,93,2,13.56,12,"PhD","Full-time","Single","Yes",0,1.07607
40,2.04629,461,2,4,4.49,12,"High School","Part-time","Divorced","Yes",0,1.45895
25,1.28182,731,81,4,11.6,60,"PhD","Unemployed","Divorced","Yes",0,0.39544
55,1.72886,660,32,1,24.99,60,"PhD","Self-employed","Married","Yes",0,0.52722
38,0.88408,713,118,1,14.34,36,"Master's","Part-time","Single","No",0,0.96089
59,2.39713,645,108,1,14.92,48,"Bachelor's","Self-employed","Single","No",0,0.45248
65,1.71935,496,42,3,17.73,24,"High School","Unemployed","Married","Yes",0,0.25623
59,2.03333,422,18,3,4.57,48,"Master's","Self-employed","Divorced","Yes",0,0.77965
20,0.14641,336,74,1,24.75,36,"Master's","Full-time","Married","No",0,0.99447
30,1.3952,625,34,4,10.21,60,"Bachelor's","Self-employed","Single","Yes",0,0.85498
66,0.50132,340,75,2,20.85,60,"High School","Unemployed","Married","Yes",0,0.34431
18,1.93539,648,29,1,3.56,60,"Master's","Full-time","Single","No",0,0.90311
51,0.82405,839,111,2,10.01,12,"Master's","Unemployed","Divorced","No",0,1.23336
42,1.41904,392,22,1,7.06,48,"PhD","Unemployed","Married","Yes",0,0.49007
47,1.56649,458,43,2,10.3,36,"Master's","Unemployed","Divorced","Yes",0,1.40775
31,2.21659,650,6,4,24.38,60,"High School","Full-time","Divorced","Yes",1,0.71429
32,0.69882,506,107,1,21.54,24,"High School","Self-employed","Divorced","No",1,1.42362
57,2.13387,502,33,2,8.76,48,"High School","Unemployed","Divorced","No",0,1.33791
59,1.6593,847,82,2,13.41,48,"Bachelor's","Unemployed","Married","Yes",0,1.48793
49,2.197,366,58,1,24.94,12,"Master's","Full-time","Single","Yes",0,0.3147
28,0.6808,407,35,4,6.2,24,"Master's","Unemployed","Married","Yes",1,1.24568
56,2.3209,781,75,2,5.39,24,"Master's","Part-time","Divorced","Yes",0,1.20223
69,1.56311,347,82,1,11.97,24,"High School","Unemployed","Single","No",0,1.31529
62,2.47751,674,74,4,15.71,60,"Master's","Part-time","Married","Yes",0,0.61024
67,1.52241,646,4,3,14.56,36,"High School","Full-time","Divorced","No",0,1.28997
49,1.28488,449,97,2,14.42,60,"Master's","Unemployed","Single","Yes",0,0.93739
57,2.23856,652,70,1,24.66,48,"PhD","Part-time","Married","No",0,1.17369
33,1.63995,578,42,3,4.03,60,"Master's","Unemployed","Married","Yes",0,0.76257
40,1.8441,331,27,4,7.16,12,"PhD","Part-time","Married","Yes",0,0.58927
49,0.70839,432,52,1,24.52,60,"High School","Full-time","Divorced","No",0,1.48362
65,0.78602,655,33,3,6.99,48,"Bachelor's","Full-time","Single","No",0,0.21049
45,0.11682,737,62,2,13.56,12,"Bachelor's","Full-time","Married","Yes",0,0.95136
61,0.78745,827,23,3,17.51,12,"Bachelor's","Unemployed","Married","Yes",0,0.70042
67,1.03077,523,100,1,20.21,12,"PhD","Self-employed","Married","Yes",0,0.9822
60,0.32964,628,52,2,23.52,36,"Bachelor's","Part-time","Divorced","No",1,1.43321
31,0.18049,419,29,3,20.58,48,"Master's","Unemployed","Divorced","No",1,1.00626
64,2.46431,714,16,4,18.42,36,"PhD","Part-time","Divorced","No",1,1.02614
64,0.13436,335,50,3,15.6,48,"Bachelor's","Self-employed","Married","Yes",0,0.80357
45,0.74377,636,52,1,17.99,60,"Master's","Self-employed","Married","Yes",0,1.4113
30,0.24643,623,76,2,6.3,24,"Master's","Self-employed","Single","Yes",0,0.20177
50,1.62757,844,41,4,19.04,36,"Bachelor's","Full-time","Divorced","Yes",0,0.15535
39,2.08532,483,100,3,6.06,24,"High School","Self-employed","Single","No",0,1.19101
28,0.17119,498,106,1,4.43,60,"PhD","Full-time","Divorced","No",0,1.04139
26,0.59754,418,33,1,6.53,24,"High School","Self-employed","Married","Yes",1,0.76074
47,0.68314,615,26,1,19.82,12,"Master's","Self-employed","Divorced","No",1,1.39967
50,1.24517,745,25,2,7.37,24,"High School","Self-employed","Divorced","No",0,1.4752
29,0.98205,683,40,2,9.47,12,"Bachelor's","Self-employed","Divorced","No",0,1.44993
41,0.96491,315,9,1,12.99,60,"PhD","Part-time","Divorced","No",0,1.23748
69,1.11073,660,19,4,22.81,60,"Master's","Full-time","Single","Yes",0,1.00417
55,0.27362,477,68,4,12.59,48,"Master's","Full-time","Single","No",0,1.4775
46,1.13107,770,109,4,18.49,36,"PhD","Self-employed","Single","Yes",0,0.87896
35,0.63898,720,64,1,11.79,60,"High School","Part-time","Married","Yes",0,1.32992
48,0.23222,808,28,1,6.15,48,"High School","Full-time","Single","No",0,0.62901
25,0.20862,427,82,3,24.77,36,"Master's","Self-employed","Single","No",0,0.48728
63,0.22223,727,59,3,12.58,12,"PhD","Part-time","Single","No",0,0.60461
48,1.51792,395,49,4,16.34,36,"High School","Unemployed","Divorced","Yes",0,1.3488
41,2.3017,603,11,1,9.19,36,"PhD","Part-time","Divorced","No",0,1.45814
59,1.31755,814,102,1,5.83,48,"PhD","Part-time","Married","No",0,1.06117
49,1.47249,501,36,3,6.18,48,"PhD","Full-time","Married","Yes",0,0.96873
43,0.58974,310,96,2,12.26,48,"Master's","Part-time","Married","Yes",0,1.07894
57,1.07186,472,86,3,24.79,36,"Bachelor's","Full-time","Divorced","Yes",0,1.35981
41,0.19105,539,75,1,12.74,24,"High School","Self-employed","Married","Yes",0,0.27744
67,1.87086,734,60,2,6.56,12,"Master's","Part-time","Divorced","No",0,0.98975
23,1.7516,743,100,3,3.83,36,"Master's","Part-time","Divorced","Yes",0,0.90081
63,0.45839,374,55,2,2.55,60,"PhD","Full-time","Single","Yes",0,1.37292
65,1.08576,337,98,4,24.21,36,"Bachelor's","Self-employed","Divorced","No",0,0.98682
62,1.78865,397,38,2,16.29,24,"PhD","Part-time","Divorced","Yes",0,0.67161
23,2.28795,718,98,2,7.06,12,"Bachelor's","Self-employed","Married","No",0,0.6603
66,0.2048,443,56,1,12.83,48,"High School","Full-time","Married","No",0,1.49591
68,0.45309,633,15,2,9.82,12,"Bachelor's","Unemployed","Married","No",0,1.11114
56,0.99733,707,101,4,16.35,60,"PhD","Self-employed","Single","Yes",0,0.93569
24,1.65032,730,84,3,16.97,60,"Master's","Full-time","Single","No",0,1.23594
48,0.35746,583,17,1,11.91,36,"High School","Full-time","Married","No",0,1.28002
60,2.35987,692,53,1,19.4,60,"Master's","Self-employed","Divorced","No",0,0.5793
32,1.90122,509,103,2,7.13,36,"High School","Self-employed","Married","Yes",0,0.73972
56,0.77493,650,93,1,21.07,24,"Master's","Part-time","Divorced","No",0,1.13063
24,0.41398,326,36,4,5.03,12,"Master's","Part-time","Married","No",0,0.25443
56,2.27851,659,37,2,23.49,36,"High School","Self-employed","Divorced","Yes",0,0.86591
40,2.25195,401,17,2,23.75,24,"High School","Unemployed","Married","No",1,0.52023
44,1.33984,380,58,2,11.28,36,"Master's","Self-employed","Married","Yes",0,0.99938
66,2.31201,466,15,3,11.17,12,"PhD","Part-time","Married","Yes",0,0.50836
69,0.23239,536,69,3,10.52,48,"PhD","Unemployed","Married","Yes",0,1.0292
35,0.17666,421,117,1,14.44,24,"Master's","Part-time","Divorced","No",0,1.45719
57,0.79624,579,74,4,11.98,48,"Master's","Self-employed","Single","Yes",0,0.92849
58,0.10921,443,85,2,24.58,60,"Master's","Full-time","Divorced","Yes",0,0.50447
37,0.35269,819,12,1,16.55,12,"Master's","Self-employed","Divorced","Yes",0,0.69791
18,0.97655,696,17,3,19.45,24,"High School","Part-time","Single","No",1,0.49007
39,1.09752,337,31,4,8.21,48,"Bachelor's","Self-employed","Divorced","No",0,1.2547
44,0.91114,348,22,4,19.84,12,"Master's","Part-time","Single","Yes",0,1.32365
50,0.41165,553,93,4,11.33,36,"Bachelor's","Part-time","Single","Yes",0,0.48071
35,0.31411,419,37,2,10.66,48,"Bachelor's","Part-time","Single","Yes",0,0.57515
39,1.52815,578,9,1,24.75,24,"High School","Self-employed","Divorced","No",0,1.47878
52,0.67324,521,91,2,16.87,48,"Master's","Self-employed","Divorced","Yes",0,0.56384
33,1.9865,773,108,3,3.23,36,"Master's","Self-employed","Married","Yes",0,1.12991
33,0.0843,593,75,4,22.47,48,"Bachelor's","Full-time","Single","Yes",0,0.28553
66,0.06832,539,75,2,20.67,24,"Master's","Unemployed","Single","Yes",0,1.23737
57,0.11241,356,9,2,20.62,24,"PhD","Self-employed","Single","Yes",0,0.40971
21,0.40516,451,6,2,16.9,24,"Bachelor's","Part-time","Divorced","No",0,0.24213
49,1.85006,325,48,2,12.13,24,"Master's","Part-time","Divorced","Yes",0,1.08483
57,1.61674,651,11,2,24.8,24,"Master's","Self-employed","Single","No",1,1.46334
34,2.47922,334,111,2,14.26,48,"High School","Unemployed","Married","Yes",0,0.5556
40,1.67139,354,11,1,12.24,12,"PhD","Self-employed","Single","Yes",0,0.68686
28,2.13247,817,63,1,11.37,48,"Bachelor's","Unemployed","Single","No",0,0.93603
29,2.20324,798,19,4,2.46,36,"Master's","Unemployed","Single","No",0,0.37429
46,1.57275,619,8,2,22.67,12,"High School","Self-employed","Married","No",1,0.58802
38,0.73597,357,108,2,24.65,24,"Bachelor's","Self-employed","Married","No",0,0.72138
39,0.99622,551,83,3,9.69,12,"Master's","Full-time","Married","Yes",0,1.47836
67,1.82826,710,96,4,17.65,48,"Bachelor's","Unemployed","Married","No",0,1.16967
39,1.62328,735,4,2,23.7,48,"Master's","Unemployed","Divorced","No",1,1.0431
30,2.33689,729,71,3,15.18,24,"PhD","Self-employed","Married","No",0,0.23673
42,1.28277,459,32,4,4.92,36,"PhD","Full-time","Married","Yes",0,0.58909
24,2.41078,755,43,4,16.87,24,"PhD","Self-employed","Married","Yes",1,1.32802
52,0.78748,823,101,1,7.72,24,"Bachelor's","Unemployed","Single","Yes",0,0.9127
61,0.31922,334,19,3,4,12,"Master's","Full-time","Single","Yes",0,0.67139
39,0.2903,685,115,1,24.72,24,"Bachelor's","Part-time","Divorced","No",0,0.77496
35,1.74329,583,71,2,23.77,36,"High School","Unemployed","Divorced","Yes",0,0.93284
50,1.49208,706,111,3,13.05,24,"Master's","Unemployed","Married","Yes",0,0.55554
65,1.78834,324,18,4,13.1,60,"Bachelor's","Full-time","Single","No",0,1.26272
21,1.75053,436,26,4,11.83,24,"High School","Part-time","Single","No",0,0.99612
58,1.23475,639,52,4,7.13,12,"High School","Full-time","Married","Yes",0,1.377
36,0.98898,718,48,1,12.1,60,"Master's","Unemployed","Married","Yes",0,0.97992
55,1.6844,799,107,4,11.05,24,"Master's","Self-employed","Single","Yes",1,0.53994
32,1.61855,555,20,4,10.41,12,"Bachelor's","Full-time","Single","Yes",0,0.79676
44,1.89277,831,63,4,19.35,36,"PhD","Unemployed","Married","No",0,0.4336
31,1.11091,693,10,1,6.08,12,"PhD","Part-time","Married","Yes",0,1.47318
22,2.35348,405,118,2,7.42,48,"PhD","Part-time","Single","No",1,0.49444
25,1.28358,364,62,2,4.59,24,"High School","Unemployed","Divorced","Yes",0,0.46798
33,0.05739,505,105,1,16.43,36,"PhD","Full-time","Divorced","Yes",0,0.56365
59,1.35175,361,30,1,11.37,24,"Bachelor's","Part-time","Single","No",0,0.4409
30,2.21453,843,50,3,23.31,36,"High School","Unemployed","Divorced","No",0,1.04532
31,0.79623,747,79,4,13.07,60,"Master's","Self-employed","Single","Yes",0,0.83563
60,1.748,429,48,1,18.24,48,"Master's","Unemployed","Divorced","No",0,0.44317
52,0.84358,426,76,4,18.95,48,"High School","Self-employed","Single","No",0,0.82456
52,0.33327,314,90,2,18.3,60,"Bachelor's","Part-time","Married","No",0,0.93857
30,0.42451,467,25,1,6.37,36,"PhD","Part-time","Single","Yes",1,0.8567
58,2.05023,654,108,1,23.35,24,"PhD","Part-time","Divorced","No",1,0.88242
22,1.59178,583,113,2,21.32,36,"Bachelor's","Part-time","Divorced","Yes",0,1.48824
44,0.86251,824,96,1,23.03,24,"High School","Part-time","Divorced","Yes",1,0.88156
52,2.21747,841,57,4,20.02,12,"Bachelor's","Full-time","Divorced","No",0,0.7261
66,2.03641,800,30,4,17.82,36,"Master's","Unemployed","Single","Yes",0,0.713
47,0.27486,389,13,4,5.8,24,"PhD","Part-time","Divorced","Yes",0,1.03991
37,2.14274,541,115,2,20.29,48,"Master's","Self-employed","Single","Yes",0,0.85166
38,1.42819,840,32,1,13.78,48,"PhD","Unemployed","Single","Yes",0,0.96994
53,0.90173,555,41,4,8.96,24,"High School","Self-employed","Divorced","Yes",0,0.74031
19,0.9119,601,23,1,11.72,48,"High School","Full-time","Married","Yes",0,0.22765
19,2.03558,427,34,4,3.15,48,"Master's","Self-employed","Single","Yes",0,0.56065
63,2.14854,392,63,1,5.73,24,"High School","Unemployed","Divorced","No",0,1.33282
30,0.9966,837,20,2,8.32,36,"High School","Full-time","Single","Yes",0,1.46819
38,0.5735,588,11,4,21.38,60,"Bachelor's","Unemployed","Married","No",1,0.86156
53,2.46387,392,9,3,13.87,12,"Master's","Unemployed","Married","Yes",0,0.37317
59,0.35534,376,93,3,5.16,24,"Bachelor's","Unemployed","Married","Yes",0,1.2377
55,1.05183,466,104,1,6.88,60,"Master's","Part-time","Single","Yes",0,0.60078
39,2.46026,331,28,1,8.55,24,"Bachelor's","Self-employed","Single","No",0,0.42061
19,0.59976,367,11,3,11.86,48,"PhD","Unemployed","Married","No",0,0.23342
60,2.39788,828,85,4,21.43,48,"Master's","Full-time","Single","No",0,0.2678
37,0.48809,334,35,4,10.62,60,"Master's","Self-employed","Married","No",0,1.13373
59,1.41574,322,29,4,6,24,"PhD","Part-time","Divorced","Yes",0,1.32473
25,1.59986,523,57,4,18.05,36,"Bachelor's","Self-employed","Single","Yes",1,0.73913
68,0.6311,533,64,4,22.17,36,"High School","Full-time","Single","Yes",0,1.02044
30,1.704,407,50,1,6.15,60,"High School","Full-time","Divorced","No",0,0.76371
48,0.34449,808,92,2,12.83,12,"Bachelor's","Full-time","Married","Yes",0,1.46178
54,1.51763,819,118,3,7.1,24,"Master's","Self-employed","Married","Yes",0,0.73015
62,2.0226,786,97,1,10.47,12,"High School","Part-time","Divorced","No",0,0.87162
57,0.89704,617,71,4,18.53,24,"High School","Self-employed","Married","Yes",0,1.21162
61,2.28512,759,0,3,4.43,12,"Master's","Part-time","Single","Yes",0,1.15676
32,1.7022,570,74,1,7.99,48,"PhD","Full-time","Single","Yes",0,0.65376
58,1.31427,662,106,2,12.48,60,"High School","Self-employed","Married","Yes",0,1.08119
18,1.773,788,43,1,16.15,60,"Master's","Full-time","Single","No",0,0.4893
33,1.43691,735,115,2,11.62,12,"PhD","Self-employed","Married","No",0,1.14573
53,1.93313,441,48,1,7.85,12,"High School","Unemployed","Single","No",0,0.55583
43,1.61149,673,5,4,21.38,60,"Master's","Unemployed","Single","No",1,0.42534
55,1.77075,792,112,1,10.33,12,"Master's","Self-employed","Single","No",0,1.33164
59,1.37164,455,15,4,23.56,48,"Bachelor's","Full-time","Divorced","Yes",0,1.32686
24,1.21436,326,21,4,19.89,48,"PhD","Part-time","Divorced","No",0,1.34633
57,0.26195,749,71,1,21.61,36,"Master's","Self-employed","Single","Yes",0,0.16083
58,1.09742,630,119,2,9.39,12,"High School","Unemployed","Single","Yes",0,0.29758
29,2.16439,758,31,2,21.03,36,"PhD","Part-time","Divorced","No",0,0.39495
39,0.84051,721,118,3,7.82,48,"Bachelor's","Part-time","Single","Yes",0,1.35786
25,1.02423,738,98,1,17.02,48,"Master's","Unemployed","Married","Yes",0,0.99377
21,0.65883,546,38,3,5.08,24,"PhD","Unemployed","Divorced","Yes",1,0.70732
35,0.8125,465,16,1,20.27,24,"Bachelor's","Full-time","Divorced","No",0,0.32269
67,0.60304,423,27,4,15.78,36,"High School","Full-time","Married","No",0,0.9772
20,1.37259,777,53,4,17.29,48,"Master's","Self-employed","Divorced","No",1,1.10571
60,1.24705,344,83,1,7.8,24,"High School","Part-time","Married","Yes",0,0.27813
22,1.36864,830,112,1,20.89,48,"PhD","Full-time","Divorced","Yes",0,0.47403
46,1.93903,630,64,1,20.33,24,"PhD","Full-time","Divorced","No",0,0.9282
38,0.45443,510,16,1,5.11,12,"PhD","Part-time","Single","Yes",0,0.78215
42,0.29269,504,93,3,16.51,48,"Master's","Unemployed","Married","Yes",1,0.53971
49,1.40242,425,56,4,17.16,24,"Bachelor's","Full-time","Single","No",0,0.88269
68,1.48965,753,78,1,19.91,24,"High School","Unemployed","Married","No",1,0.47461
54,1.41599,649,111,2,19.49,60,"High School","Full-time","Single","Yes",0,0.85043
19,1.96934,836,30,3,19.54,24,"Master's","Self-employed","Divorced","Yes",0,1.32055
41,1.52526,396,49,1,15.2,60,"High School","Part-time","Married","Yes",0,0.97275
27,0.41357,572,119,1,20.25,36,"High School","Full-time","Single","Yes",0,0.21887
46,2.31106,426,70,2,7.93,36,"Bachelor's","Unemployed","Married","No",0,0.69617
42,0.48154,731,71,3,8.07,24,"PhD","Unemployed","Married","No",0,1.01257
46,2.25102,772,14,2,17.39,12,"Master's","Self-employed","Married","No",0,1.21408
64,0.85412,608,70,1,24.09,48,"PhD","Part-time","Divorced","No",0,0.16168
22,2.07806,713,74,4,7.9,12,"Bachelor's","Full-time","Married","No",0,1.17442
61,2.39855,498,117,3,19.38,12,"Bachelor's","Unemployed","Single","Yes",0,0.67646
43,2.044,421,48,3,6.62,36,"Master's","Unemployed","Married","No",0,1.48018
57,1.22748,519,62,2,7.44,24,"Bachelor's","Self-employed","Divorced","Yes",0,0.19639
26,1.38174,358,91,2,16.46,36,"PhD","Unemployed","Single","No",0,1.17947
39,1.41203,792,26,2,24.96,36,"Master's","Unemployed","Single","Yes",0,0.16948
57,1.76033,809,70,3,3.52,60,"Bachelor's","Unemployed","Single","Yes",0,0.8657
37,2.05997,496,102,1,11.29,48,"Master's","Unemployed","Married","Yes",0,0.47724
26,1.15497,343,20,1,17.31,36,"Master's","Self-employed","Divorced","No",0,0.44497
18,0.56498,561,114,3,9.61,36,"PhD","Full-time","Divorced","Yes",0,0.38849
59,0.07877,315,6,4,12.81,36,"High School","Unemployed","Divorced","No",0,0.79766
54,2.42903,507,14,1,22.96,24,"PhD","Full-time","Single","Yes",0,1.03059
63,0.95188,435,19,1,24.65,60,"Master's","Full-time","Divorced","No",0,1.13423
54,0.2637,519,71,2,4.29,24,"Bachelor's","Self-employed","Divorced","No",0,0.98795
49,2.19366,817,41,1,8.13,48,"Master's","Part-time","Single","No",0,0.27791
43,0.53987,548,111,3,22.32,12,"High School","Full-time","Married","No",0,0.37976
49,0.65742,447,11,1,5.92,36,"High School","Unemployed","Divorced","Yes",0,1.15657
59,0.78559,626,30,3,4.84,60,"High School","Full-time","Married","No",0,0.17395
62,0.41651,668,106,3,19.99,12,"Master's","Part-time","Single","Yes",0,1.43661
34,0.99155,608,73,3,15.1,12,"Bachelor's","Self-employed","Divorced","No",0,1.29577
55,2.2725,694,69,2,12.5,60,"PhD","Unemployed","Divorced","Yes",0,0.96421
48,1.13641,394,113,4,9.83,24,"Bachelor's","Self-employed","Married","Yes",0,0.68015
45,0.49666,398,22,3,4.28,36,"PhD","Part-time","Divorced","No",0,0.37154
62,1.32861,606,52,1,24.91,36,"High School","Unemployed","Divorced","Yes",0,0.24664
31,1.99531,696,91,4,10.45,48,"High School","Unemployed","Divorced","Yes",0,0.78147
58,0.84216,575,72,4,23.96,12,"Bachelor's","Self-employed","Single","No",1,1.23222
50,2.0137,413,81,2,16.5,60,"Master's","Unemployed","Single","No",0,0.77755
35,2.36814,630,65,4,18.18,48,"Master's","Part-time","Single","Yes",0,0.57177
50,0.64123,697,7,2,12.12,12,"Master's","Part-time","Single","Yes",0,0.92317
52,1.67492,510,29,1,5.17,12,"Master's","Part-time","Single","No",0,0.80558
34,2.14315,349,46,3,24.49,48,"PhD","Full-time","Single","No",1,1.14468
49,1.60451,505,111,2,3.65,24,"Bachelor's","Part-time","Divorced","Yes",0,1.03026
25,0.20172,396,101,2,19.22,24,"Bachelor's","Self-employed","Single","Yes",0,0.45092
37,2.26245,669,79,1,16.33,36,"PhD","Full-time","Married","Yes",1,0.30128
33,0.93173,409,27,1,18.03,48,"PhD","Full-time","Single","Yes",1,1.37758
37,2.46018,643,4,1,21,36,"Master's","Full-time","Divorced","Yes",1,0.84954
22,2.08723,316,119,1,13.06,12,"PhD","Part-time","Divorced","Yes",0,1.19411
67,2.16387,820,42,3,23.12,60,"High School","Full-time","Married","No",1,0.63432
64,0.60004,413,53,4,21.22,36,"PhD","Unemployed","Married","Yes",0,1.49922
68,0.83871,566,1,4,11.59,12,"Master's","Unemployed","Single","No",0,1.12288
